ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
82,0,877.296631,749.042725,25.829060,5016.003418,1189614.250000,610.871460,"PROX_FEMUR",79.681602,-79.560173,83.533173,11.540644,150.787430,1295.437866,9.488072,0.000000,0.000000,0.000000,0.000000,11,1.2.276.0.7230010.3.1.4.0.18848.1636137256.328108,1.3.6.1.4.1.19291.2.1.2.16012510615619657830056194569,1.3.6.1.4.1.19291.2.1.1.16012510615619649881561072229,33,69.493317,-92.892860,83.406120,32.128325,178.128469,66.265167,-90.302872,83.129860,29.663918,181.981956,63.091637,-87.417892,82.846535,27.194972,186.449858,60.887970,-83.947891,82.598999,25.280419,192.494376,59.650055,-79.575348,82.376022,23.874234,200.750684,59.360996,-75.405945,82.214920,23.116252,208.993914,59.919266,-72.252037,82.137955,23.050939,215.552348,60.624096,-68.202141,82.038422,22.959198,223.968972,62.153233,-66.030067,82.051567,23.662744,228.961495,64.748657,-65.733307,82.191292,25.319467,230.635534,67.695396,-66.015678,82.371368,27.284957,231.293911,73.075462,-67.050751,82.718147,30.944380,231.453854,76.559578,-67.536476,82.936325,33.289026,231.927684,80.282784,-68.080994,83.170357,35.798040,232.382971,84.764877,-67.987022,83.426132,38.716183,234.434422,87.432411,-67.686111,83.569878,40.419497,236.146740,89.982864,-67.891266,83.724380,42.115302,236.795300,93.396523,-67.951385,83.923744,44.355797,238.093586,95.350876,-69.202927,84.080040,45.804588,236.395434,96.439201,-72.519432,84.257797,46.968847,230.195238,96.471802,-76.162796,84.385864,47.487334,222.900586,96.430374,-79.838928,84.510788,47.961891,215.509424,96.919838,-82.126938,84.618317,48.594184,211.123389,97.825157,-84.765045,84.762001,49.546195,206.207907,98.365509,-87.191658,84.877274,50.230685,201.564971,97.453766,-89.816170,84.915474,49.992610,195.921519,94.652481,-92.414589,84.843575,48.515352,189.545041,91.648476,-93.639008,84.712372,46.718033,185.840394,86.013565,-95.229561,84.441803,43.250248,180.307819,81.593590,-96.175125,84.219109,40.488939,176.573975,77.501984,-95.895500,83.972961,37.775164,175.434238,73.059799,-94.856766,83.680260,34.728546,175.671466,70.382019,-93.691292,83.485138,32.818428,176.896271
253,0,4778.375977,4778.375977,4778.375977,4778.375977,4778.375977,0.000000,"CENTERPT",81.053787,-70.884293,-0.373351,0.000000,150.787430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.2.276.0.7230010.3.1.4.0.18848.1636137256.328108,1.3.6.1.4.1.19291.2.1.2.16012510615619657830056194569,1.3.6.1.4.1.19291.2.1.1.16012510615619649881561072229,1,81.053787,-70.884293,-0.373351,33.142673,230.866587
