ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
15,0,2270.275879,1950.033691,155.116318,13738.873047,2256654.250000,1680.873779,"PROX_FEMUR",86.134697,-64.899284,62.193039,10.203972,141.081726,928.756042,8.126521,0.000000,0.000000,0.000000,0.000000,11,1.3.6.1.4.1.19291.2.1.3.16012510615619649342544561439,1.3.6.1.4.1.19291.2.1.2.16012510615619649342544561438,1.3.6.1.4.1.19291.2.1.1.16012510615619649342528272,25,84.854034,-78.953995,62.573009,26.229519,106.864367,80.394165,-78.150696,62.363243,23.966611,107.577075,76.219139,-76.448753,62.137604,21.795789,110.403345,72.317451,-74.131531,61.904343,19.726972,114.696259,70.318329,-72.435448,61.769146,18.638873,118.052243,68.602905,-67.730446,61.552998,17.525784,128.317792,68.377487,-64.400681,61.441040,17.229818,135.829519,69.227928,-59.960426,61.339489,17.407733,146.133720,72.364983,-55.583252,61.334743,18.726604,156.865208,74.427124,-53.763474,61.364212,19.651949,161.515892,77.733536,-51.975323,61.446270,21.197998,166.405239,81.350914,-51.356548,61.577267,22.963299,168.714402,85.501541,-51.608952,61.757225,25.041960,169.176601,90.448692,-51.848785,61.969845,27.516153,169.866162,95.228783,-52.430176,62.186054,29.926104,169.737726,98.977768,-53.326458,62.369194,31.840515,168.636277,101.575554,-54.230747,62.504826,33.182706,167.229307,103.510788,-59.135048,62.736237,34.416142,156.565638,103.725410,-63.298149,62.873425,34.752740,147.157183,103.191048,-68.112999,62.999630,34.752740,136.080495,102.201035,-72.574600,63.096046,34.506577,125.692940,100.217949,-74.950706,63.086998,33.651272,119.797536,96.243721,-77.687126,63.006458,31.825365,112.586268,89.978035,-79.139450,62.791286,28.788690,107.721666,86.379044,-79.248489,62.645348,27.004393,106.575631
166,0,3368.239990,3368.239990,3368.239990,3368.239990,3368.239990,0.000000,"CENTERPT",88.523987,-60.800713,-3.984794,0.000000,141.081726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.16012510615619649342544561439,1.3.6.1.4.1.19291.2.1.2.16012510615619649342544561438,1.3.6.1.4.1.19291.2.1.1.16012510615619649342528272,1,88.523987,-60.800713,-3.984794,25.579242,152.977273
