ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
14,0,2147.127930,1763.672241,124.202271,12246.343750,3716678.500000,1641.476929,"PROX_FEMUR",101.280029,-73.434364,82.974953,13.344132,192.866104,1646.181763,14.404201,0.000000,0.000000,0.000000,0.000000,11,1.3.6.1.4.1.19291.2.1.3.16012510615619648739956464439,1.3.6.1.4.1.19291.2.1.2.16012510615619648739956464438,1.3.6.1.4.1.19291.2.1.1.16012510615619648739929502229,30,94.233360,-91.713264,83.255325,24.827696,113.022147,90.836700,-90.617676,83.081245,23.074200,114.587048,86.477715,-88.582764,82.838203,20.786162,118.023179,82.888947,-85.644814,82.598694,18.826633,123.718653,80.510483,-82.437180,82.400620,17.452295,130.355061,78.920532,-79.494301,82.243271,16.485643,136.604528,76.999840,-75.303452,82.033356,15.279749,145.597443,76.655731,-69.562820,81.839989,14.764211,158.536991,77.274406,-66.079430,81.756729,14.862544,166.613360,80.004936,-59.826584,81.673996,15.843994,181.550770,82.368645,-57.758244,81.706779,16.894337,186.888426,87.307228,-55.771286,81.848145,19.228969,192.740581,96.176132,-56.026196,82.221352,23.651064,194.570346,99.570084,-56.396114,82.372673,25.359660,194.652193,106.809837,-56.357140,82.669609,28.954621,196.706746,111.462692,-56.295071,82.859291,31.262813,198.111212,114.748413,-55.976326,82.984665,32.876298,199.727146,117.006645,-56.634483,83.098206,34.037873,198.846182,119.325958,-58.248924,83.244118,35.287196,195.810743,121.145042,-62.554829,83.453445,36.449507,186.529027,122.067802,-67.452438,83.644333,37.201968,175.660530,122.556503,-72.672462,83.827400,37.758101,163.942192,122.575111,-76.332909,83.942429,37.987052,155.636900,121.402496,-82.703156,84.092987,37.786747,140.856032,119.208107,-86.126556,84.109482,36.901871,132.487946,117.863266,-89.281380,84.152573,36.422998,124.960323,115.210060,-91.102509,84.100151,35.213973,120.105288,111.601807,-92.026245,83.980392,33.476542,117.028233,105.206787,-92.363586,83.727554,30.319221,114.525712,99.985634,-91.688736,83.491463,27.684424,114.639949
175,0,7079.529297,7079.529297,7079.529297,7079.529297,7079.529297,0.000000,"CENTERPT",96.760384,-68.884850,12.115313,0.000000,192.866104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.16012510615619648739956464439,1.3.6.1.4.1.19291.2.1.2.16012510615619648739956464438,1.3.6.1.4.1.19291.2.1.1.16012510615619648739929502229,1,96.760384,-68.884850,12.115313,23.141898,169.734347
