ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
17,0,2770.044189,2302.704346,136.794312,15343.762695,4642594.000000,2004.354492,"PROX_FEMUR",119.004158,-66.912109,67.591187,13.521815,188.867599,1581.052124,13.834126,0.000000,0.000000,0.000000,0.000000,11,1.3.6.1.4.1.19291.2.1.3.16012510615619649879806485718,1.3.6.1.4.1.19291.2.1.2.16012510615619649879806485717,1.3.6.1.4.1.19291.2.1.1.16012510615619649879793454625,31,119.902374,-86.133888,68.170654,26.869156,107.994403,115.059975,-84.988083,68.242409,24.396910,109.285659,109.113640,-83.106644,68.315727,21.333125,111.948664,104.297905,-81.331078,68.367249,18.837037,114.677277,100.735764,-78.720184,68.364899,16.914309,119.642193,97.315887,-74.696785,68.315346,14.979053,127.853309,95.064758,-71.028999,68.250938,13.645148,135.573246,93.677727,-66.617096,68.144142,12.696548,145.216885,93.063011,-61.946186,68.012131,12.116233,155.657786,93.978783,-57.894581,67.865463,12.332434,165.106590,96.987221,-54.106049,67.680542,13.603365,174.524409,100.913681,-52.489178,67.542969,15.458071,179.259065,104.963974,-51.914303,67.435143,17.435627,181.660929,112.963768,-50.998055,67.229004,21.354439,185.907116,117.409256,-50.352978,67.110214,23.524122,188.575386,123.192795,-49.825771,66.965393,26.365232,191.338176,127.978561,-49.625862,66.852936,28.730111,193.087618,132.100250,-49.471569,66.756638,30.767888,194.553698,135.388046,-49.920025,66.697647,32.427049,194.425262,137.993988,-51.684269,66.694817,33.825067,191.124188,139.389908,-53.961319,66.734840,34.652365,186.331041,140.387177,-60.737316,66.924004,35.546623,171.213201,139.709320,-65.499825,67.087563,35.490433,160.214380,139.239975,-69.458107,67.221413,35.490433,151.098379,138.756973,-72.511757,67.327362,35.430382,144.033023,136.636108,-77.198090,67.520576,34.653089,132.816599,134.512604,-79.740616,67.646996,33.748252,126.467894,131.845306,-82.565681,67.794296,32.590007,119.330379,128.843918,-84.089355,67.908432,31.189209,115.057768,125.802605,-85.314331,68.014137,29.750998,111.452700,121.903595,-86.347466,68.132896,27.875557,108.051091
162,0,5927.753906,5927.753906,5927.753906,5927.753906,5927.753906,0.000000,"CENTERPT",116.124344,-65.363625,4.122867,0.000000,188.867599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.16012510615619649879806485718,1.3.6.1.4.1.19291.2.1.2.16012510615619649879806485717,1.3.6.1.4.1.19291.2.1.1.16012510615619649879793454625,1,116.124344,-65.363625,4.122867,24.352272,159.009479
