ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
19,0,1981.220947,1559.862183,153.789230,10567.517578,1860366.500000,1548.028931,"PROX_FEMUR",61.236576,-71.774765,76.633591,9.647603,141.971130,859.986206,7.524894,0.000000,0.000000,0.000000,0.000000,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653243499607547,1.3.6.1.4.1.19291.2.1.2.16012510615619653243499607546,1.3.6.1.4.1.19291.2.1.1.16012510615619653243490616737,28,52.569260,-83.971664,76.024429,22.517789,101.340556,49.031593,-82.140274,75.932053,20.592549,103.684171,45.725262,-79.951736,75.856667,18.741947,106.939405,44.080448,-75.191467,75.903412,17.426740,116.756991,43.039238,-70.584656,75.969574,16.422935,126.529764,43.120552,-66.252182,76.072083,15.997051,136.243895,44.457012,-61.926704,76.222115,16.185156,146.561780,46.570827,-59.156940,76.365974,16.920250,153.789509,49.360722,-59.005951,76.475433,18.267100,155.503354,53.106030,-58.899216,76.620171,20.085503,157.589854,56.072559,-59.205078,76.725853,21.567752,158.370778,62.009697,-59.351326,76.948051,24.484220,160.973990,66.104431,-59.601059,77.097878,26.511654,162.436948,69.583473,-59.728252,77.227135,28.225103,163.869726,73.575073,-60.875061,77.352463,30.298555,163.278712,74.717987,-62.644257,77.355278,31.047093,159.892261,75.228569,-67.153389,77.271202,31.781148,150.075741,75.389473,-69.944008,77.213280,32.159671,143.923947,75.708832,-72.660202,77.163086,32.607615,138.016540,75.676247,-74.968353,77.108879,32.839748,132.846571,74.899467,-77.846130,77.013329,32.769510,126.037436,73.092110,-79.711105,76.901871,32.086905,120.981260,71.607056,-81.263466,76.809830,31.528173,116.782176,69.209816,-83.792351,76.660728,30.628716,109.952446,67.617828,-85.193756,76.568085,30.001516,106.037661,65.079521,-86.254669,76.447311,28.875374,102.416180,61.488392,-86.467964,76.305984,27.143752,100.167806,56.502693,-85.952156,76.128418,24.652421,98.859297
171,0,8106.889648,8106.889648,8106.889648,8106.889648,8106.889648,0.000000,"CENTERPT",56.724258,-62.908722,10.100153,0.000000,141.971130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.16012510615619653243499607547,1.3.6.1.4.1.19291.2.1.2.16012510615619653243499607546,1.3.6.1.4.1.19291.2.1.1.16012510615619653243490616737,1,56.724258,-62.908722,10.100153,21.214912,145.772950
