ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
16,0,3054.644775,2884.292969,50.161617,11361.606445,3644191.250000,1569.292725,"PROX_FEMUR",77.513222,-80.291733,62.300320,11.310820,156.261032,1096.165405,9.591495,0.000000,0.000000,0.000000,0.000000,11,1.3.6.1.4.1.19291.2.1.3.16012510615619649169122601075,1.3.6.1.4.1.19291.2.1.2.16012510615619649169122601074,1.3.6.1.4.1.19291.2.1.1.16012510615619649169109222,29,76.818832,-97.225693,62.696980,24.752730,106.207972,71.656158,-96.393089,62.443230,22.176463,108.330087,66.116272,-94.171944,62.137386,19.423501,113.642539,63.004242,-91.346664,61.925709,17.890738,120.233244,60.096199,-87.506828,61.697586,16.468870,129.134694,57.802399,-83.097641,61.482761,15.359330,139.311691,57.078590,-79.904495,61.369438,15.024876,146.642204,57.170647,-75.792160,61.269657,15.106686,156.039512,58.751999,-72.516579,61.258156,15.926496,163.460821,61.124054,-70.443657,61.312687,17.131534,168.099227,62.994396,-70.521370,61.398960,18.066815,167.842354,66.654457,-70.502251,61.563454,19.898548,167.730996,70.361740,-69.799026,61.712788,21.759857,169.181573,74.462875,-69.043449,61.878551,23.818712,170.735174,77.446136,-68.468323,61.998489,25.316590,171.923579,82.184380,-66.807510,62.170094,27.702135,175.519644,86.184647,-66.163094,62.334122,29.709548,176.823384,89.800339,-66.842659,62.514275,31.513005,175.116655,92.995110,-67.715996,62.680351,33.104137,172.984765,95.192307,-70.876152,62.859253,34.176194,165.667252,96.140083,-75.507942,63.019032,34.610220,155.038376,96.674713,-79.150269,63.135181,34.846101,146.689016,96.719643,-81.737442,63.202591,34.846101,140.772575,95.623932,-86.175240,63.265354,34.259212,130.673751,94.215721,-89.929558,63.296761,33.521884,122.150668,92.302650,-92.048386,63.264076,32.546132,117.387858,87.533722,-95.208557,63.128979,30.132200,110.365419,82.115814,-96.402695,62.914944,27.410592,107.865028,78.661369,-97.161491,62.778412,25.675329,106.276684
161,0,5768.585938,5768.585938,5768.585938,5768.585938,5768.585938,0.000000,"CENTERPT",75.877838,-77.188164,-1.373977,0.000000,156.261032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.16012510615619649169122601075,1.3.6.1.4.1.19291.2.1.2.16012510615619649169122601074,1.3.6.1.4.1.19291.2.1.1.16012510615619649169109222,1,75.877838,-77.188164,-1.373977,23.040888,155.836808
