ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
52,0,822.289368,691.400757,0.000000,5484.768555,1333753.375000,578.426758,"PROX_FEMUR",88.824509,-93.421448,90.462425,11.853832,173.741791,1557.306763,11.406097,0.000000,0.000000,0.000000,0.000000,11,1.2.276.0.7230010.3.1.4.0.18848.1635961321.325361,1.3.6.1.4.1.19291.2.1.2.16012510615619657654121344499,1.3.6.1.4.1.19291.2.1.1.16012510615619649712950172,23,77.133614,-104.720116,90.111137,28.194805,169.437295,74.771469,-101.858734,89.892899,26.507980,175.013249,72.154839,-97.538376,89.618202,24.594376,183.543461,70.670822,-94.077972,89.433487,23.469533,190.447361,69.933586,-91.198479,89.308502,22.865305,196.250525,69.966797,-87.886864,89.215622,22.757803,203.027683,72.459579,-81.966156,89.189995,24.187918,215.429086,76.454712,-76.774506,89.271950,26.648172,226.515196,82.768929,-73.580116,89.544922,30.732715,233.787709,88.380165,-72.625000,89.841431,34.436257,236.397955,95.348106,-72.926666,90.252213,39.093490,236.596456,99.777817,-75.776047,90.589439,42.158259,231.287041,104.305038,-81.086807,91.002762,45.384404,220.954755,106.529816,-87.273758,91.308281,47.109837,208.560931,108.440025,-93.461418,91.595665,48.625578,196.128826,108.474541,-99.894997,91.781830,48.900450,182.974220,106.790474,-104.956131,91.829521,47.975846,172.425549,105.491730,-107.381432,91.823997,47.204936,167.313062,103.673538,-108.760880,91.758553,46.046778,164.278876,95.233391,-110.576614,91.323418,40.490938,159.577309,89.325417,-109.903053,90.963158,36.525807,160.263498,85.040604,-108.314087,90.670372,33.606980,163.011938,79.838722,-106.155006,90.308342,30.054434,166.819115
238,0,1093.857910,1093.857910,1093.857910,1093.857910,1093.857910,0.000000,"CENTERPT",92.159790,-82.984871,-0.652383,0.000000,173.741791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.2.276.0.7230010.3.1.4.0.18848.1635961321.325361,1.3.6.1.4.1.19291.2.1.2.16012510615619657654121344499,1.3.6.1.4.1.19291.2.1.1.16012510615619649712950172,1,92.159790,-82.984871,-0.652383,33.772781,220.345644
