ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
174,0,137.033783,104.569229,4.979487,1160.220459,317233.218750,145.791870,"PROX_FEMUR",86.460075,-67.032875,68.893906,10.440942,208.329071,2222.781006,8.335468,0.000000,0.000000,0.000000,0.000000,11,1.3.6.1.4.1.19291.2.1.3.1601251061561964934253725795,1.3.6.1.4.1.19291.2.1.2.1601251061561964934253725794,1.3.6.1.4.1.19291.2.1.1.16012510615619649342528272,33,74.650726,-77.575241,68.728882,41.291823,329.654590,72.928055,-75.906883,68.606003,39.710102,334.361353,70.179581,-73.171562,68.407700,37.179748,342.104745,68.435890,-70.403419,68.250061,35.479410,350.303627,67.676636,-68.220535,68.151299,34.649087,356.984200,68.001228,-65.727211,68.087936,34.688781,365.031251,68.555984,-63.306885,68.036362,34.926016,372.926472,69.906258,-60.162735,67.995491,35.756184,383.402822,72.434853,-57.577419,68.020721,37.614680,392.512692,75.518227,-55.577896,68.087013,39.987030,399.952418,79.585709,-54.593044,68.225395,43.268628,404.507353,82.156303,-53.777836,68.306915,45.324819,407.999470,86.323303,-53.615093,68.474762,48.764573,409.973275,89.893883,-53.673145,68.624672,51.730166,411.036093,93.394127,-53.718639,68.771278,54.636296,412.114332,96.327881,-53.282169,68.879532,57.028416,414.528210,98.804153,-53.744938,68.996513,59.123993,413.920886,100.971436,-55.271259,69.133453,61.061258,409.821444,102.762032,-57.615105,69.279961,62.761443,402.989042,103.861717,-61.887169,69.457222,64.066235,389.779731,104.249352,-65.269867,69.577545,64.698863,379.151549,104.353104,-68.449173,69.679817,65.077418,369.071382,104.256401,-70.754089,69.746834,65.209319,361.703421,103.459549,-72.817741,69.777367,64.738557,354.858562,101.119675,-76.282669,69.787079,63.117450,343.015732,98.088638,-78.240219,69.721657,60.784638,335.727839,95.068077,-80.103493,69.653770,58.451827,328.743600,92.434669,-81.054947,69.573853,56.356096,324.795996,89.136726,-81.551712,69.452347,53.667586,322.063031,84.508804,-81.138962,69.247643,49.792747,321.759368,80.959122,-80.462891,69.079559,46.787615,322.670358,77.995934,-79.230904,68.918671,44.217568,325.555147,75.184555,-77.920166,68.761650,41.766139,328.743600
407,0,557.702515,557.702515,557.702515,557.702515,557.702515,0.000000,"CENTERPT",88.246109,-62.272865,-4.088338,0.000000,208.329071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.1601251061561964934253725795,1.3.6.1.4.1.19291.2.1.2.1601251061561964934253725794,1.3.6.1.4.1.19291.2.1.1.16012510615619649342528272,1,88.246109,-62.272865,-4.088338,48.448260,389.172406
