ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
159,0,79.971634,67.798531,4.519902,677.985352,161622.671875,62.700726,"PROX_FEMUR",59.392525,-72.353981,78.272072,9.828456,199.002274,1939.033936,7.271345,0.000000,0.000000,0.000000,0.000000,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653243504347975,1.3.6.1.4.1.19291.2.1.2.16012510615619653243504347974,1.3.6.1.4.1.19291.2.1.1.16012510615619653243490616737,34,51.873234,-82.851822,77.745514,42.875869,327.934081,50.008705,-81.316895,77.709900,41.082651,331.444286,48.121452,-79.690552,77.675522,39.254549,335.224505,46.077576,-77.597733,77.645905,37.215359,340.354803,44.028767,-75.331062,77.620079,35.141011,346.025132,42.592636,-73.027054,77.618393,33.558881,352.235492,42.181595,-71.165520,77.645493,32.890733,357.770813,42.067181,-68.937660,77.692268,32.398515,364.656212,42.519497,-66.489548,77.765633,32.328336,372.621674,43.347164,-64.297127,77.847389,32.609603,380.047105,45.326904,-61.970634,77.975983,33.804990,388.687607,48.789753,-60.360580,78.144485,36.336398,396.113035,53.320644,-59.979885,78.325356,39.957718,400.433287,58.319271,-60.220806,78.509727,44.071256,403.133444,61.502090,-60.276379,78.629372,46.672981,405.158563,64.717026,-60.382240,78.749077,49.309864,407.048672,67.698898,-60.566162,78.858139,51.770955,408.533757,70.465851,-60.745773,78.959137,54.056254,409.883835,72.569885,-60.994816,79.033356,55.814177,410.558876,74.103218,-61.679176,79.075905,57.185356,409.478811,75.264305,-63.663284,79.074486,58.486219,404.078498,75.974731,-66.292274,79.041145,59.535616,396.350884,75.985550,-69.609825,78.965424,60.138664,385.987450,75.431091,-73.503754,78.855003,60.384638,373.431722,74.583786,-77.160217,78.738907,60.349615,361.416025,73.387177,-80.048470,78.627174,59.892555,351.560453,71.764008,-82.324203,78.513283,58.978437,343.324975,69.166649,-84.514214,78.364357,57.255673,334.684475,66.572594,-86.100327,78.229408,55.427434,327.934081,64.004089,-86.785141,78.116112,53.458561,324.018857,61.320145,-87.012566,78.008926,51.313758,321.453707,58.177685,-86.577225,77.899536,48.676875,320.643660,55.426411,-85.148636,77.827797,46.180625,323.208809,52.656208,-83.413544,77.762367,43.614059,326.719014
377,0,289.273743,289.273743,289.273743,289.273743,289.273743,0.000000,"CENTERPT",56.755756,-64.565781,10.158556,0.000000,199.002274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.16012510615619653243504347975,1.3.6.1.4.1.19291.2.1.2.16012510615619653243504347974,1.3.6.1.4.1.19291.2.1.1.16012510615619653243490616737,1,56.755756,-64.565781,10.158556,41.750661,381.802207
