ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
46,0,26.295580,22.000000,0.000000,117.000000,38076.000000,18.016903,"PROX_FEM",-79.892525,-72.140800,100.496971,11.236317,151.663849,1381.188965,10.116118,0.000000,0.000000,0.000000,0.000000,11,1.3.6.1.4.1.19291.2.1.3.1601251061561965703154907467,1.3.6.1.4.1.19291.2.1.2.1601251061561965703154907466,1.3.6.1.4.1.19291.2.1.1.1601251061561965703154901465,25,-94.316261,-84.492058,100.758980,18.226366,211.026583,-96.821434,-81.613136,100.756645,17.003199,217.879820,-98.735741,-77.390564,100.735603,16.355708,227.164267,-99.224068,-73.630577,100.704681,16.571448,234.901304,-98.774376,-69.611000,100.661911,17.435095,242.748871,-98.076767,-66.476387,100.625076,18.334586,248.717443,-95.768257,-61.609951,100.555626,20.529341,257.449243,-92.912827,-58.999432,100.502182,22.760073,261.428291,-87.690666,-57.364578,100.434334,26.394011,262.423054,-80.982643,-55.958351,100.353790,30.963415,262.312524,-75.007385,-56.258324,100.296829,34.813229,259.107180,-70.374657,-58.507797,100.271873,37.511698,252.585962,-67.108833,-60.060867,100.253967,39.418616,248.054269,-64.072380,-61.829613,100.240410,41.145495,243.190988,-61.227699,-64.744820,100.239693,42.584677,236.117125,-59.068279,-67.809319,100.247253,43.556265,229.043262,-57.579636,-73.118851,100.282913,43.772143,217.769292,-59.164360,-76.999077,100.335724,42.188902,210.695430,-62.498398,-80.708092,100.404419,39.490433,204.726858,-67.043327,-84.184021,100.483017,36.036253,199.752615,-72.083946,-85.889565,100.549721,32.510537,198.537227,-77.542709,-86.692223,100.612007,28.840620,199.310930,-82.291000,-86.953445,100.662033,25.710398,200.858339,-87.546310,-86.662323,100.711868,22.328318,203.732095,-91.401131,-85.955620,100.743729,19.917548,206.826911
235,0,158.000000,158.000000,158.000000,158.000000,158.000000,0.000000,"CENTERPT",-80.588249,-69.474564,8.184584,0.000000,151.663849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.1601251061561965703154907467,1.3.6.1.4.1.19291.2.1.2.1601251061561965703154907466,1.3.6.1.4.1.19291.2.1.1.1601251061561965703154901465,1,-80.588249,-69.474564,8.184584,30.027806,236.448712
