ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...
49,0,152.504242,99.437851,0.000000,2038.475952,2482769.000000,250.883469,"LATCONDYLE",55.236588,-70.551880,44.111622,0.000000,59129.031250,15966.989258,15.592762,2.274041,6.856853,72.769302,219.419312,6,1.3.6.1.4.1.19291.2.1.3.16012510615619653243504968024,1.3.6.1.4.1.19291.2.1.2.16012510615619653243504347974,1.3.6.1.4.1.19291.2.1.1.16012510615619653243490616737,4,51.493866,-82.437393,78.014709,328.994211,158.623714,54.096268,-80.865463,9.513612,328.994211,378.043018,58.979301,-58.666382,10.208533,401.763513,378.043018,56.376904,-60.238304,78.709633,401.763513,158.623714
49,1,370.631989,370.631989,370.631989,370.631989,370.631989,0.000000,"LATCONDYLE",57.497349,-65.399452,10.025419,0.000000,59129.031250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,1.3.6.1.4.1.19291.2.1.3.16012510615619653243504968024,1.3.6.1.4.1.19291.2.1.2.16012510615619653243504347974,1.3.6.1.4.1.19291.2.1.1.16012510615619653243490616737,1,57.497349,-65.399452,10.025419,379.694352,377.954502
